Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Município do Curso;Sigla da UF;Conceito Enade (Contínuo);Conceito Enade (Faixa);
2027;FACULDADE DE CAMPINA GRANDE;FAC-CG;Faculdade;Privada com fins lucrativos;Campina Grande;PB;1,467;2;0
2035;UNIÃO LATINO-AMERICANA DE TECNOLOGIA;ULT;Faculdade;Privada com fins lucrativos;Jaguariaíva;PR;0,2611;1;0
2037;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;FCT;Faculdade;Privada com fins lucrativos;Lauro de Freitas;BA;2,1104;3;0
2040;FACULDADE DO FUTURO;FAF;Faculdade;Privada com fins lucrativos;Manhuaçu;MG;2,1001;3;0
2041;FACULDADE SUDAMÉRICA;SUDAMÉRICA;Faculdade;Privada sem fins lucrativos;Cataguases;MG;1,6025;2;0
2042;FACULDADE FIGUEIREDO COSTA - FIC;;Faculdade;Privada com fins lucrativos;Maceió;AL;2,2075;3;0
2043;FACULDADE VALE DO SALGADO;FVS;Faculdade;Privada com fins lucrativos;Icó;CE;3,2315;4;0
2056;FACULDADE DA ALTA PAULISTA;FAP;Faculdade;Privada com fins lucrativos;Tupã;SP;1,6195;2;0
2058;FACULDADE METROPOLITANA;UNNESA;Faculdade;Privada com fins lucrativos;Porto Velho;RO;0,9159;1;0
2067;FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO;FACEMP;Faculdade;Privada com fins lucrativos;Santo Antônio de Jesus;BA;2,0535;3;0
2076;CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Centro Universitário;Privada com fins lucrativos;Salvador;BA;2,4757;3;0
2079;FACULDADE DE ITAITUBA;FAI;Faculdade;Privada com fins lucrativos;Itaituba;PA;0,903;1;0
2082;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;Faculdade;Privada com fins lucrativos;João Pessoa;PB;2,3803;3;0
2085;CENTRO UNIVERSITÁRIO DE SALVADOR;UNICEUSA;Centro Universitário;Privada com fins lucrativos;Salvador;BA;2,288;3;0
2086;INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU;IESFI;Faculdade;Privada com fins lucrativos;Foz do Iguaçu;PR;1,4799;2;0
2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;Centro Universitário;Privada sem fins lucrativos;Sobral;CE;1,5188;2;0
2113;FACULDADE DOM BOSCO DE PORTO ALEGRE;FDB;Faculdade;Privada sem fins lucrativos;Porto Alegre;RS;2,4645;3;0
2122;CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;;Centro Universitário;Privada com fins lucrativos;Aracaju;SE;1,2258;2;0
2123;CENTRO UNIVERSITÁRIO MAX PLANCK;UniMAX;Centro Universitário;Privada com fins lucrativos;Indaiatuba;SP;2,3796;3;0
2132;CENTRO UNIVERSITÁRIO UNINORTE;;Centro Universitário;Privada com fins lucrativos;Rio Branco;AC;1,34;2;0
2135;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;UNICATÓLICA;Centro Universitário;Privada sem fins lucrativos;Quixadá;CE;1,976;3;0
2147;Centro Universitário CEUNI - FAMETRO;FAMETRO;Centro Universitário;Privada com fins lucrativos;Manaus;AM;3,7601;4;0
2148;FACULDADE DE PALMAS;FAPAL;Faculdade;Privada com fins lucrativos;Palmas;TO;1,1505;2;0
2149;FACULDADE MATO GROSSO DO SUL;FACSUL;Faculdade;Privada com fins lucrativos;Campo Grande;MS;1,3044;2;0
2150;FACULDADE DO PIAUÍ;FAPI;Faculdade;Privada com fins lucrativos;Teresina;PI;1,9366;2;0
2158;FACULDADE SANTA MARIA;FSM;Faculdade;Privada com fins lucrativos;Cajazeiras;PB;2,2872;3;0
2160;FACULDADE SANT'ANA;IESSA;Faculdade;Privada sem fins lucrativos;Ponta Grossa;PR;1,7343;2;0
2168;FACULDADE CAMPO GRANDE;FCG;Faculdade;Privada com fins lucrativos;Campo Grande;MS;;SC;0
2174;FACULDADE DE SANTA CATARINA;FASC;Faculdade;Privada com fins lucrativos;São José;SC;2,0887;3;0
2175;CENTRO UNIVERSITÁRIO DANTE;;Centro Universitário;Privada com fins lucrativos;Blumenau;SC;1,0715;2;0
2183;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;CUFSA;Centro Universitário;Privada sem fins lucrativos;Santo André;SP;1,6826;2;0
2186;FACULDADE SALESIANA DOM BOSCO;FSDB;Faculdade;Privada sem fins lucrativos;Manaus;AM;1,7623;2;0
2189;FACULDADE DO MARANHÃO;FACAM-MA;Faculdade;Privada com fins lucrativos;São Luís;MA;1,6494;2;0
2191;FACULDADE ANHANGUERA DE PELOTAS;;Faculdade;Privada com fins lucrativos;Pelotas;RS;2,088;3;0
2194;FACULDADE ANHANGUERA DO RIO GRANDE;;Faculdade;Privada com fins lucrativos;Rio Grande;RS;1,8147;2;0
2198;FACULDADE MONTEIRO LOBATO;FATO;Faculdade;Privada sem fins lucrativos;Porto Alegre;RS;1,1335;2;0
2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada com fins lucrativos;Nova Porteirinha;MG;1,0118;2;0
2220;Faculdade Doctum de Juiz de Fora;DOCTUM;Faculdade;Privada sem fins lucrativos;Juiz de Fora;MG;2,6225;3;0
2222;FACULDADE SETE DE SETEMBRO;FASETE;Faculdade;Privada com fins lucrativos;Paulo Afonso;BA;2,9985;4;0
2240;FACULDADE DE FORTALEZA;FAFOR;Faculdade;Privada com fins lucrativos;Fortaleza;CE;1,2073;2;0
2241;FACULDADE DO SUDESTE MINEIRO;FACSUM;Faculdade;Privada com fins lucrativos;Juiz de Fora;MG;2,3274;3;0
2242;FACULDADE DO RECIFE;FAREC;Faculdade;Privada com fins lucrativos;Recife;PE;2,3009;3;0
2244;FACULDADE DA CIDADE DE MACEIÓ;FACIMA;Faculdade;Privada com fins lucrativos;Maceió;AL;1,5921;2;0
2245;FACULDADE DO ESPÍRITO SANTO;FACES;Faculdade;Privada com fins lucrativos;Vitória;ES;2,3462;3;0
2270;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;FAEX;Faculdade;Privada sem fins lucrativos;Extrema;MG;2,9737;4;0
2271;FACULDADE PITÁGORAS DE IPATINGA;FPI;Faculdade;Privada com fins lucrativos;Ipatinga;MG;2,8191;3;0
2275;FACULDADE SANTO AGOSTINHO;FASA;Faculdade;Privada com fins lucrativos;Montes Claros;MG;1,9685;3;0
2279;Centro Universitário Metrocamp Wyden;UniMetrocamp Wyden;Centro Universitário;Privada com fins lucrativos;Campinas;SP;1,9343;2;0
2324;FACULDADE UNIÃO BANDEIRANTE;;Faculdade;Privada com fins lucrativos;São José;SC;3,415;4;0
2328;FACULDADE ITEANA DE BOTUCATU;FITB;Faculdade;Privada sem fins lucrativos;Botucatu;SP;2,5199;3;0
2334;FACULDADE CNEC RIO DAS OSTRAS;;Faculdade;Privada sem fins lucrativos;Rio das Ostras;RJ;1,8232;2;0
2336;CENTRO UNIVERSITÁRIO MONTES BELOS;;Centro Universitário;Privada com fins lucrativos;São Luís de Montes Belos;GO;1,6575;2;0
2343;FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;Faculdade;Privada com fins lucrativos;Rio Branco;AC;1,1348;2;0
2348;INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;IESF;Faculdade;Privada com fins lucrativos;Mogi Guaçu;SP;2,4831;3;0
2350;ESCOLA SUPERIOR MADRE CELESTE;ESMAC;Faculdade;Privada com fins lucrativos;Ananindeua;PA;0,3504;1;0
2355;FACULDADE ANHANGUERA DE MATÃO;;Faculdade;Privada com fins lucrativos;Matão;SP;;SC;0
2365;CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;UNICATÓLICA;Centro Universitário;Privada sem fins lucrativos;Palmas;TO;1,4661;2;0
2368;FACULDADE SÃO LEOPOLDO MANDIC;;Faculdade;Privada com fins lucrativos;Campinas;SP;2,0811;3;0
2380;Faculdade Estácio do Amapá - Estácio Amapá;ESTÁCIO AMAPÁ;Faculdade;Privada com fins lucrativos;Macapá;AP;1,4451;2;0
2383;FACULDADE MERIDIONAL;IMED;Faculdade;Privada com fins lucrativos;Passo Fundo;RS;1,7802;2;0
2408;FACULDADE ESAMC SANTOS;ESAMC;Faculdade;Privada com fins lucrativos;Santos;SP;1,6057;2;0
2409;CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA;ASCES-UNITA;Centro Universitário;Privada sem fins lucrativos;Caruaru;PE;2,3979;3;0
2413;FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;Faculdade;Privada com fins lucrativos;Floriano;PI;1,6341;2;0
2420;FACULDADE PARANAENSE;FAPAR;Faculdade;Privada com fins lucrativos;Curitiba;PR;1,5154;2;0
2423;FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;FACIT;Faculdade;Privada sem fins lucrativos;Montes Claros;MG;2,7294;3;0
2426;FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA;FIBRA;Faculdade;Privada com fins lucrativos;Belém;PA;2,1729;3;0
2428;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;FACICA;Faculdade;Privada com fins lucrativos;Campos Gerais;MG;2,9255;3;0
2437;FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS;PIT TEIXEIRA;Faculdade;Privada com fins lucrativos;Teixeira de Freitas;BA;0,8588;1;0
2440;FACULDADE CIDADE DE JOÃO PINHEIRO;FCJP;Faculdade;Privada sem fins lucrativos;João Pinheiro;MG;1,158;2;0
2442;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;PIO XII - BIO;Faculdade;Privada sem fins lucrativos;Cariacica;ES;1,9197;2;0
2443;FACULDADE FUNORTE DE JANAÚBA;;Faculdade;Privada com fins lucrativos;Janaúba;MG;2,4212;3;0
2444;Faculdade Unirb - Barreiras;;Faculdade;Privada sem fins lucrativos;Barreiras;BA;1,6995;2;0
2450;FACULDADE PROMOVE DE BELO HORIZONTE;PROMOVE;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;3,001;4;0
2460;FACULDADE ESTÁCIO DE NATAL;ESTÁCIO DE NATAL;Faculdade;Privada com fins lucrativos;Natal;RN;0,5006;1;0
2466;FACUDADE IEDUCARE - FIED;FIED;Faculdade;Privada com fins lucrativos;Tianguá;CE;2,4097;3;0
2469;INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;Faculdade;Privada com fins lucrativos;Macapá;AP;0,4886;1;0
2470;INSTITUTO SALVADOR DE ENSINO E CULTURA;ISEC;Faculdade;Privada com fins lucrativos;Salvador;BA;2,7259;3;0
2474;FACULDADE MARIA MILZA;FAMAM;Faculdade;Privada com fins lucrativos;Cruz das Almas;BA;2,461;3;0
2477;FACULDADE DE ADMINISTRAÇÃO DE MARIANA;FAMA;Faculdade;Privada sem fins lucrativos;Mariana;MG;1,046;2;0
2494;FUNVIC - FACULDADE DE PINDAMONHANGABA;;Faculdade;Privada sem fins lucrativos;Pindamonhangaba;SP;2,4375;3;0
2497;CENTRO UNIVERSITÁRIO ATENEU;;Centro Universitário;Privada com fins lucrativos;Fortaleza;CE;2,5821;3;0
2499;FASS - FACULDADE SOCIAL SUL AMERICANA;;Faculdade;Privada com fins lucrativos;Lauro de Freitas;BA;1,1499;2;0
2501;FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;Faculdade;Privada com fins lucrativos;Goiânia;GO;1,7019;2;0
2536;FACULDADE RORAIMENSE DE ENSINO SUPERIOR;FARES;Faculdade;Privada com fins lucrativos;Boa Vista;RR;0,6295;1;0
2548;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;FATEFIG;Faculdade;Privada com fins lucrativos;Tucuruí;PA;1,4849;2;0
2556;FIAM-FAAM - CENTRO UNIVERSITÁRIO;UNIFIAM-FAAM;Centro Universitário;Privada sem fins lucrativos;São Paulo;SP;2,3814;3;0
2560;FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;FAESF/UNEF;Faculdade;Privada com fins lucrativos;Feira de Santana;BA;2,6601;3;0
2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada sem fins lucrativos;Belford Roxo;RJ;1,645;2;0
2568;FACULDADE ZACARIAS DE GÓES;FAZAG;Faculdade;Privada sem fins lucrativos;Valença;BA;1,4567;2;0
2571;CENTRO UNIVERSITÁRIO REDENTOR;FACREDENTOR;Centro Universitário;Privada sem fins lucrativos;Itaperuna;RJ;2,7571;3;0
2572;FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS;FAC;Faculdade;Privada com fins lucrativos;Candeias;BA;0,2737;1;0
2576;FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;Faculdade;Privada com fins lucrativos;Guarapari;ES;2,2148;3;0
2579;CENTRO UNIVERSITÁRIO ATENAS;UniAtenas;Centro Universitário;Privada com fins lucrativos;Paracatu;MG;2,2193;3;0
2581;FACULDADE SÃO SALVADOR;FSS;Faculdade;Privada com fins lucrativos;Salvador;BA;0,8906;1;0
2582;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;UCP;Faculdade;Privada sem fins lucrativos;Pitanga;PR;2,3258;3;0
2593;FACULDADE DE JUAZEIRO DO NORTE;FJN;Faculdade;Privada com fins lucrativos;Juazeiro do Norte;CE;1,6795;2;0
2613;Centro Universitário Meta;;Centro Universitário;Privada com fins lucrativos;Rio Branco;AC;2,0927;3;0
2616;FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;Faculdade;Privada com fins lucrativos;Santo Antônio de Pádua;RJ;1,3943;2;0
2620;FACULDADE DE AMPÉRE;FAMPER;Faculdade;Privada com fins lucrativos;Ampére;PR;1,0099;2;0
2625;FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS;IBTA;Faculdade;Privada com fins lucrativos;São José dos Campos;SP;2,3126;3;0
2629;AJES - FACULDADE DO VALE DO JURUENA;AJES;Faculdade;Privada sem fins lucrativos;Juína;MT;2,607;3;0
2632;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;UNESULBAHIA;Faculdade;Privada sem fins lucrativos;Eunápolis;BA;1,4475;2;0
2636;FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;Faculdade;Privada com fins lucrativos;Ponte Nova;MG;3,0139;4;0
2642;FACULDADE SÃO VICENTE;FASVIPA;Faculdade;Privada sem fins lucrativos;Pão de Açúcar;AL;0,7223;1;0
2647;FACULDADE INTEGRADA DE SANTA MARIA;FISMA;Faculdade;Privada com fins lucrativos;Santa Maria;RS;2,3355;3;0
2724;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;Faculdade;Privada com fins lucrativos;Imperatriz;MA;1,5145;2;0
2741;FACULDADE CATÓLICA DOM ORIONE;FACDO;Faculdade;Privada sem fins lucrativos;Araguaína;TO;2,599;3;0
2745;ESCOLA SUPERIOR DA AMAZÔNIA;ESAMAZ;Faculdade;Privada com fins lucrativos;Belém;PA;1,6728;2;0
2753;Faculdade de Ciências Educacionais de Capim Grosso;FCG;Faculdade;Privada com fins lucrativos;Capim Grosso;BA;0,6682;1;0
2754;FACULDADE SÃO PAULO;FSP;Faculdade;Privada com fins lucrativos;Rolim de Moura;RO;1,1418;2;0
2755;FACULDADE DO VALE DO ITAJAÍ MIRIM;FAVIM;Faculdade;Privada com fins lucrativos;Brusque;SC;1,8815;2;0
2766;FACULDADE EMPRESARIAL DE CHAPECÓ;FAEM;Faculdade;Privada com fins lucrativos;Chapecó;SC;2,3982;3;0
2770;FACULDADE UNIDA DE CAMPINAS;FACUNICAMPS;Faculdade;Privada com fins lucrativos;Goiânia;GO;2,8289;3;0
2771;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;Faculdade;Privada com fins lucrativos;Ilhéus;BA;2,0793;3;0
2773;FACULDADE DE MACAPÁ;;Faculdade;Privada com fins lucrativos;Macapá;AP;1,0356;2;0
2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada sem fins lucrativos;Bebedouro;SP;2,0888;3;0
2779;FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE;FIOURO;Faculdade;Privada sem fins lucrativos;Ouro Preto do Oeste;RO;1,3617;2;0
2787;FACULDADES PEQUENO PRÍNCIPE;FPP;Faculdade;Privada sem fins lucrativos;Curitiba;PR;2,6008;3;0
2791;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;;Faculdade;Privada com fins lucrativos;Primavera do Leste;MT;1,491;2;0
2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade;Privada com fins lucrativos;Rondonópolis;MT;0,8019;1;0
2796;FACULDADE DE IPORÁ;FAI;Faculdade;Privada com fins lucrativos;Iporá;GO;1,1725;2;0
2814;FACULDADE SÃO SEBASTIÃO;;Faculdade;Privada com fins lucrativos;São Sebastião;SP;1,3715;2;0
2826;FACULDADE NOSSA SENHORA DE FÁTIMA;FACULDADE FÁTIMA;Faculdade;Privada sem fins lucrativos;Caxias do Sul;RS;3,1639;4;0
2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada com fins lucrativos;Recife;PE;1,5751;2;0
2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Faculdade;Privada com fins lucrativos;Juiz de Fora;MG;3,7693;4;0
2855;FACULDADE SÃO FRANCISCO DE ASSIS;UNIFIN;Faculdade;Privada com fins lucrativos;Porto Alegre;RS;1,7978;2;0
2896;FACULDADE SATC;FASATC;Faculdade;Privada sem fins lucrativos;Criciúma;SC;1,6335;2;0
2903;FACULDADE CONCÓRDIA;FACC;Faculdade;Privada com fins lucrativos;Concórdia;SC;1,1383;2;0
2908;FACULDADE NATALENSE DE ENSINO E CULTURA;FANEC;Faculdade;Privada com fins lucrativos;Natal;RN;2,7209;3;0
2910;FACULDADE VERDE NORTE;FAVENORTE;Faculdade;Privada com fins lucrativos;Mato Verde;MG;1,0921;2;0
2911;FACULDADE PAN AMAZÔNICA;FAPAN;Faculdade;Privada com fins lucrativos;Belém;PA;1,1852;2;0
2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Faculdade;Privada sem fins lucrativos;Patos de Minas;MG;0,8279;1;0
2918;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;FESAR;Faculdade;Privada com fins lucrativos;Redenção;PA;1,083;2;0
2935;FACULDADE DE TALENTOS HUMANOS;FACTHUS;Faculdade;Privada com fins lucrativos;Uberaba;MG;1,606;2;0
2944;FACULDADE DO SUL;;Faculdade;Privada com fins lucrativos;Itabuna;BA;2,1353;3;0
2950;Centro Universitário FADERGS;FADERGS;Centro Universitário;Privada com fins lucrativos;Porto Alegre;RS;2,6295;3;0
2961;FACULDADE DO PANTANAL MATOGROSSENSE;FAPAN;Faculdade;Privada com fins lucrativos;Cáceres;MT;1,2222;2;0
2971;FACULDADE BARRETOS;FB;Faculdade;Privada com fins lucrativos;Barretos;SP;2,9402;3;0
2973;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Faculdade;Privada com fins lucrativos;Primavera do Leste;MT;3,0971;4;0
2974;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Faculdade;Privada com fins lucrativos;Primavera do Leste;MT;1,6688;2;0
3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;Faculdade;Privada com fins lucrativos;Itumbiara;GO;2,3546;3;0
3034;FACULDADE DELTA;FACDELTA;Faculdade;Privada com fins lucrativos;Salvador;BA;;SC;0
3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Faculdade;Privada com fins lucrativos;Piripiri;PI;2,3731;3;0
3099;FACULDADE INTERNACIONAL DA PARAÍBA;FPB;Faculdade;Privada com fins lucrativos;João Pessoa;PB;1,2222;2;0
3146;FACULDADE DE ODONTOLOGIA DO RECIFE;FOR;Faculdade;Privada sem fins lucrativos;Recife;PE;2,5004;3;0
3149;FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD;FPD;Faculdade;Privada com fins lucrativos;Divinópolis;MG;2,5695;3;0
3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Privada sem fins lucrativos;Chapecó;SC;2,3777;3;0
3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade;Privada com fins lucrativos;Ponta Grossa;PR;1,193;2;0
3194;FACULDADE DE MINAS BH;FAMINAS-BH;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;2,6124;3;0
3204;FACULDADE DE QUATRO MARCOS;FQM;Faculdade;Privada com fins lucrativos;São José dos Quatro Marcos;MT;0,388;1;0
3205;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA;FAVIÇOSA;Faculdade;Privada com fins lucrativos;Viçosa;MG;2,7231;3;0
3252;FACULDADE QUIRINÓPOLIS;FAQUI;Faculdade;Privada com fins lucrativos;Quirinópolis;GO;1,5315;2;0
3268;FACULDADE MADRE THAIS;FMT;Faculdade;Privada com fins lucrativos;Ilhéus;BA;1,713;2;0
3285;FACULDADE SANTO ANTONIO;FSA;Faculdade;Privada com fins lucrativos;Alagoinhas;BA;0,8565;1;0
3295;FACULDADE SENAC FLORIANÓPOLIS;SENAC FLORIANÓPOLIS;Faculdade;Privada sem fins lucrativos;Florianópolis;SC;3,68;4;0
3303;Faculdade Invest de Ciências e Tecnologia;INVEST;Faculdade;Privada sem fins lucrativos;Cuiabá;MT;5;5;0
3304;CENTRO UNIVERSITÁRIO DE PATOS;UNIFIP;Centro Universitário;Privada com fins lucrativos;Patos;PB;1,657;2;0
3306;FACULDADE DE TECNOLOGIA IPUC;FATIPUC;Faculdade;Privada sem fins lucrativos;Canoas;RS;2,3001;3;0
3308;FACULDADE DE TECNOLOGIA TERMOMECÂNICA;FTT;Faculdade;Privada sem fins lucrativos;São Bernardo do Campo;SP;3,8249;4;0
3319;Instituto Universitário Una de Catalão;Catalana;Faculdade;Privada com fins lucrativos;Catalão;GO;1,7213;2;0
3333;CENTRO UNIVERSITÁRIO UNIFTEC;;Centro Universitário;Privada com fins lucrativos;Caxias do Sul;RS;2,0289;3;0
3337;FACULDADE DE TECNOLOGIA DE TERESINA;FACULDADE CET;Faculdade;Privada com fins lucrativos;Teresina;PI;0,7432;1;0
3339;FACULDADE IDEAU DE GETÚLIO VARGAS;IDEAU;Faculdade;Privada com fins lucrativos;Getúlio Vargas;RS;1,3061;2;0
3363;FACULDADE GUARAÍ;FAG;Faculdade;Privada com fins lucrativos;Guaraí;TO;1,3665;2;0
3365;FACULDADE SÃO FRANCISCO DE JUAZEIRO;FASJ;Faculdade;Privada com fins lucrativos;Juazeiro;BA;1,008;2;0
3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Centro Universitário;Privada sem fins lucrativos;Varginha;MG;2,1647;3;0
3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;Patos de Minas;MG;2,5462;3;0
3372;CENTRO UNIVERSITÁRIO DE LAVRAS;UNILAVRAS;Centro Universitário;Privada sem fins lucrativos;Lavras;MG;2,1383;3;0
3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;Faculdade;Privada com fins lucrativos;Timon;MA;0,8035;1;0
3388;FACULDADE PARAÍSO DO CEARÁ;FAP;Faculdade;Privada com fins lucrativos;Juazeiro do Norte;CE;2,8386;3;0
3393;FACULDADE DE ENSINO SUPERIOR DOM BOSCO;FACDOMBOSCO;Faculdade;Privada com fins lucrativos;Cornélio Procópio;PR;1,9835;3;0
3396;FACULDADE LS;FACELS;Faculdade;Privada com fins lucrativos;Brasília;DF;1,8144;2;0
3427;Faculdade Dom Pedro II de Sergipe;DP II Sergipe;Faculdade;Privada sem fins lucrativos;Lagarto;SE;0,6265;1;0
3432;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS;FG;Faculdade;Privada sem fins lucrativos;Guarulhos;SP;1,7361;2;0
3434;FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA;FASI;Faculdade;Privada com fins lucrativos;Montes Claros;MG;2,0669;3;0
3437;Faculdade SOCIESC de Balneário Camboriú;;Faculdade;Privada com fins lucrativos;Balneário Camboriú;SC;;SC;0
3443;FACULDADE INEDI;CESUCA;Faculdade;Privada com fins lucrativos;Cachoeirinha;RS;3,0006;4;0
3448;INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA;;Faculdade;Privada com fins lucrativos;Montes Claros;MG;2,6595;3;0
3456;FACULDADE POLITÉCNICA DE CAMPINAS;POLICAMP;Faculdade;Privada sem fins lucrativos;Campinas;SP;;SC;0
3488;Centro de Ensino Superior de Conselheiro Lafaiete;CES-CL;Faculdade;Privada sem fins lucrativos;Conselheiro Lafaiete;MG;0,8003;1;0
3495;FACULDADE PINHALZINHO;HORUS;Faculdade;Privada com fins lucrativos;Pinhalzinho;SC;1,2592;2;0
3514;FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES;FACE - ALFOR;Faculdade;Privada sem fins lucrativos;Além Paraíba;MG;1,3664;2;0
3515;FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO;FAINTVISA;Faculdade;Privada sem fins lucrativos;Vitória de Santo Antão;PE;2,0963;3;0
3516;FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO;FAC - SAUDE ARTHE;Faculdade;Privada sem fins lucrativos;Além Paraíba;MG;0,7455;1;0
3518;Faculdade SOCIESC de Jaraguá do Sul;SOCIESC;Faculdade;Privada com fins lucrativos;Jaraguá do Sul;SC;2,3562;3;0
3529;CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA;UNIVEM;Centro Universitário;Privada sem fins lucrativos;Marília;SP;2,3129;3;0
3533;FACULDADE CERES;FACERES;Faculdade;Privada com fins lucrativos;São José do Rio Preto;SP;3,1722;4;0
3541;FACULDADE DE TAPEJARA;FAT;Faculdade;Privada sem fins lucrativos;Tapejara;RS;2,2036;3;0
3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;;Centro Universitário;Privada com fins lucrativos;Salvador;BA;1,4975;2;0
3590;FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA;FESVIP;Faculdade;Privada com fins lucrativos;João Pessoa;PB;1,1334;2;0
3602;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;UNIBRASIL;Centro Universitário;Privada com fins lucrativos;Curitiba;PR;2,2964;3;0
3603;FACULDADE ANHANGUERA DE GUARULHOS;;Faculdade;Privada com fins lucrativos;Guarulhos;SP;1,6404;2;0
3610;Centro Universitário ICESP;Unicesp;Centro Universitário;Privada com fins lucrativos;Brasília;DF;2,964;4;0
3613;FACULDADES INTEGRADAS IESGO;IESGO;Faculdade;Privada com fins lucrativos;Formosa;GO;2,3735;3;0
3615;FACULDADE PERNAMBUCANA DE SAÚDE;FPS;Faculdade;Privada sem fins lucrativos;Recife;PE;2,5035;3;0
3618;FACULDADE MARIO SCHENBERG;FMS;Faculdade;Privada com fins lucrativos;Cotia;SP;1,5391;2;0
